pMIG_plus_1	pMIG_plus_2	pMIG_plus_3	pMIG_plus_4	pMIG_plus_5	pMIG_plus_6	pMIG_BCR_ABL_1	pMIG_BCR_ABL_2	pMIG_BCR_ABL_3	pMIG_BCR_ABL_4	pMIG_BCR_ABL_5	pMIG_BCR_ABL_6
3.964574222	3.871705679	3.864770534	3.604925298	3.66680203	3.563609665	3.701083239	3.617239702	3.677057153	3.655992884	3.656301862	3.659958799
6.017861794	5.801996707	5.849536462	5.468407368	6.089485439	5.2294418	5.476770502	5.5455885	5.509740173	5.563029967	5.457584443	5.512369126
4.688952425	4.732638239	4.722313003	4.421351234	4.459136492	4.539034703	4.591404159	4.552180304	4.471883273	4.794842113	4.712254599	4.689533999
4.746801824	4.706525027	4.822429343	5.967802645	5.162898826	5.892648454	6.347238666	6.339823286	6.425801676	6.018382695	5.980950687	5.992709526
2.782058333	2.69317915	2.62904648	2.757388142	2.761121418	2.547780481	2.330056381	2.463206537	2.524938759	2.058659376	2.222331621	2.258892741
8.555900494	8.68782006	8.824503751	8.779578197	8.607873996	8.89285242	9.04250481	9.041916459	9.05708197	9.02839234	8.852807254	8.762315592
6.651341637	6.5528827	6.645631055	7.797894932	7.413043964	6.843519113	6.444095534	6.530028592	6.511390551	6.567583474	6.47550323	6.489311716
2.345614949	2.372556556	2.243583784	1.621735417	1.739135218	2.684363196	3.671961342	3.728061995	3.813175773	2.129457779	2.414322286	2.325976383
0	0	0	0.272646729	0.073234401	0	0	0	0	0	0	0
2.76E-07	0	0	0.308560087	0	0	0	0	0	0	0	0
0	0	0	0.04025996	0.042838598	0	0	0	0	0	0.006324152	0
5.837463945	5.360894478	5.39691298	5.261692526	5.521999236	3.451815104	4.324587415	4.23385739	4.178826165	4.425016116	4.508473023	4.565140169
0.044605489	0.018583615	0.076147502	0	0	0	0.039470562	0.024305351	0	0.023113525	0	0.026593854
5.775522054	5.657745746	5.681682574	5.225548726	5.216838964	4.774386475	5.117275304	5.003012986	5.022678514	4.666870185	5.117906944	5.127616773
2.942013346	3.05735149	3.024300174	2.538525748	2.399064426	2.938078737	2.904593922	2.725863284	2.737316848	3.006019692	3.032286018	3.092672585
0	0	0	0	0	0.011884871	0.062165517	0.012931007	0	0.024514011	0.009745037	0.028174762
0.031106064	0	0.013514542	0	0	0	0.027502295	0.016924144	0	0	0.012762808	0.036813467
5.942312749	5.726501561	5.739467401	5.180131944	5.155425432	5.175748134	6.168812495	5.992505604	6.060659188	6.355019789	6.347614282	6.37587352
1.62396048	1.705035697	1.736704443	1.758836147	1.925513376	1.552445933	1.58590956	1.575985109	1.476169092	1.785625875	1.578697238	1.664359956
3.273432339	2.932163245	2.857144985	2.604522095	2.347217756	2.959896246	2.814218165	2.776779896	2.902849242	3.154463314	2.95939738	2.996884023
0	0.042420632	0.014924688	0.030039103	0	0.034187537	0.030364049	0.037137593	0.042858205	0.05269731	0.028058036	0.020453272
0.822526219	0.796650079	0.673757211	0.7482388	0.984810978	0.783156559	0.911769802	0.804300597	0.7816627	1.364667675	1.252772897	1.167987283
5.446960861	5.528358774	5.459179125	5.631706735	5.817405814	5.244997388	4.953474782	5.030163898	5.040318218	5.162117367	5.081237353	5.097661357
3.275795247	3.060414065	3.114262068	2.771648982	2.844407749	2.506094112	2.815659447	2.929385774	2.810488348	2.710291792	2.588806965	2.704179216
5.07184846	5.047547113	5.072453138	5.038304479	4.987289028	5.002130909	4.893939756	4.936468339	4.947441741	4.467501216	4.814688842	4.856726798
5.255444082	5.185367064	5.148751113	4.907217569	4.906539497	5.125031112	4.914631491	4.778986497	4.755266828	4.807633129	4.983226212	4.961827032
5.607546332	5.582492778	5.644885906	5.573313928	5.626024375	5.72760466	5.44188845	5.403772168	5.43443808	5.416576304	5.3950628	5.379433821
6.010791026	5.850006763	5.891346273	5.660506541	5.695428758	5.583191107	5.320275263	5.301404738	5.346400263	5.443275112	5.447443648	5.45995614
5.372022263	5.271156714	5.25360737	4.788403825	4.608986612	5.334171366	5.130943222	5.110342361	5.032219887	5.063399396	4.969053764	4.979691558
0	0	0.01251404	0	0.016872955	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
0.012688489	0	0	0.043903135	0.043930564	0	0	0	0	0	0	0
4.983782564	4.997260789	5.003485305	4.842088812	4.853791101	5.181694936	5.103472462	5.042653092	5.091547518	5.289391853	5.125502328	5.145946407
0.771317683	0.606773844	0.5694104	0	0	0	0	0.105562094	0.121494363	0.585640408	0.805922233	1.112159646
0.115257156	0.21212728	0.112746965	0.071319498	0.082877228	0.025709926	0.229405806	0.15530755	0.137098069	0.30034165	0.249407718	0.290701592
0	0	0.020566632	0.081413397	0.027691953	0.023717083	0	0	0	0.024476991	0	0
0.043255322	0	0.016177651	0.146154688	0.021811154	0.06108658	0.027422603	0.006782329	0.023389927	0.019292565	0.030368852	0.036758899
4.397159491	4.334568276	4.485729504	1.385707125	1.085417857	0.662518164	2.567589254	1.631351115	2.056160368	2.698238485	2.545054043	2.797428082
4.587088908	4.501585637	4.486566364	4.092782507	4.087988905	4.066140868	4.59513363	4.402831302	4.460794977	4.608850631	4.856318451	4.782990349
0.022448921	0	0	0.058182646	0.039068328	0	0	0	0	0	0	0
0.033782419	0	0.005897425	0.311096174	0.425524831	0.053403183	2.118349758	2.028947456	2.016428569	2.323312418	2.119737968	2.17661958
3.838155091	3.655157166	3.813001284	4.274776019	4.749239263	3.036948118	3.385468312	3.34612719	3.318303824	2.873580931	2.943340007	2.910724988
0	0	0	0.096049684	0	0	0	0	0	0	0	0
0.08177278	0.114495229	0.12904821	0.727506641	0.336239964	0.271755534	0.296335232	0.293490557	0.143188331	0.623917416	0.682210106	0.680666422
0.008661339	0.00716079	0.00748882	0	0.010106147	0	0	0	0	0	0	0
0.042617444	0.017758465	0.024354292	0.126709791	0.061756293	0.063159001	0.046960078	0.112628747	0.10448052	0.076010233	0.197465356	0.18064947
3.2720889	2.989847462	3.062301347	1.986010384	2.346179681	2.248890001	2.376415419	2.536674618	2.465446903	2.172423508	2.191512118	2.275150118
2.832383717	2.541566877	3.00070855	2.475071909	2.489971878	1.79841555	1.167460698	1.550944979	1.28433645	1.584317953	1.825635042	1.509827566
0.062664141	0.013165279	0.080667213	0.301875572	1.517835023	0.274910467	0.98551646	0.980659288	0.772870415	0.50889308	0.617210075	0.466386977
4.466914195	4.201249614	4.215787299	4.023787614	4.140574178	4.170742297	3.643994682	3.705668325	3.740862816	3.769496713	3.821802039	3.834549424
0.016565493	0.013696545	0	0.057081727	0.01929712	0	0	0	0	0	0	0
0.012826555	0	0.022090363	0.50760083	0.087479135	0	0.022573345	0.01388727	0	0.013218201	0.020859306	0
0	0	0	0.0816325	0.013938251	0.011896546	0	0	0	0	0	0.042099232
0	0	0.016931274	0.193166157	0	0	0	0	0	0	0	0
0.052562521	0.02192938	0	0.255888622	0.030830148	0	0	0	0	0	0	0
0	0	0.016370087	0.09660285	0.043782777	0	0.033295704	0	0.023674649	0	0.015465455	0.022429745
0.029190085	0	0	0.279379769	0.067050231	0	0.025821315	0.031541435	0	0	0	0
1.091070157	1.457930435	1.18020516	0.833748289	1.003501496	1.04153738	1.216771463	1.038597721	1.140791741	0.90769751	1.298681774	1.142485326
2.01057219	2.291750885	2.026144945	1.79265132	1.771598278	0.480117225	1.665497376	1.625532349	1.659143648	1.705261351	2.015336991	1.985172508
4.576280258	4.499208091	4.51812594	4.52309771	4.432545241	4.772603579	4.608424867	4.52463417	4.600906026	4.487653556	4.714838962	4.742577569
0.051253758	0	0	0.105619484	0.059646556	0.060997796	0.258309063	0.238636469	0.303319012	0.042407744	0.137887754	0.072447615
0.004012724	0	0.003470193	0.055284518	0.009360646	0.003990913	0.003542067	0	0	0	0.006539823	0
2.287900726	2.877567583	2.377790095	3.06165352	3.327079407	2.309251872	1.893098113	1.995296368	1.989607716	1.570336629	1.768497713	1.93181919
3.898392185	3.828854955	3.581158393	3.161794186	3.571167105	3.251779677	3.253573335	3.146008341	3.314657377	2.734937182	3.268516737	3.159533929
0	0	0.005954221	0.256069843	0.082490325	0	0.015245775	0.039613317	0	0.014181402	0	0.024384932
3.994579724	4.468237915	4.003107462	3.750295638	4.414385885	4.797256866	3.633256821	4.754572212	3.706342675	4.325300058	4.549927872	4.68437554
4.981176802	5.124580419	4.869570402	4.929516443	5.066636019	4.701665488	4.660671964	4.597858887	4.688544064	4.052076744	4.646997842	4.571428048
0.012266473	0	0	0.131424332	0.034008877	0	0.021590448	0	0	0.012642412	0.010009642	0
0.567218322	0.559849078	0.821373887	0.538214328	0.700866693	0.735096671	0.998813617	0.957431763	0.74163352	0.669249958	1.072195001	1.141968961
4.436914713	4.395672936	4.369564196	4.027852931	3.85886624	4.618502969	4.469286899	4.47738591	4.427210584	4.348869762	4.596374648	4.574186299
5.656739469	5.586392464	5.593060899	5.511575567	5.605814318	5.225945831	5.652176698	5.716370896	5.626696112	5.315917587	5.405846041	5.40882393
2.620290804	2.654765471	2.580791899	2.020903956	2.414587489	2.354483192	1.572501665	1.345061354	1.748817569	1.294941231	1.824160918	1.792230674
1.12659628	1.221648211	1.156480755	1.535639932	1.20516727	0.786281025	0.964990746	0.827731241	0.89642299	0.561037691	0.776488936	0.769886812
0.033584398	0.031252755	0.025480319	0.072573014	0.009886065	0	0	0	0	0	0.003455585	0
1.527816019	1.482275221	1.378506074	1.702209817	1.638342652	1.24901444	0.957488969	1.022751297	0.973531195	0.695348018	0.951402784	0.880162025
0.39451963	0.374971571	0.44565891	0.393620481	0.374782435	0.675041771	0.925628826	0.943995569	0.867643476	1.118392952	1.235996583	0.96968283
1.684926431	1.788389207	1.822787243	1.825512934	1.909546555	1.929855369	2.233280675	2.190004786	2.231466202	1.851683088	1.917126189	1.966260642
5.621717837	5.451695776	5.415156968	5.665651428	5.638331645	5.513165408	5.043646347	5.075378599	5.046268405	5.161565256	5.091077776	5.029444051
4.199201184	4.042241587	4.060203062	4.376936284	4.784493513	3.982500807	2.91661613	2.850085298	2.773747418	2.608504116	2.754167043	2.689972261
6.015843197	6.140942217	6.376818238	6.868168179	7.282087614	6.353055055	5.656027218	5.739313472	5.602486574	5.742671875	5.758116591	5.704066862
3.243565505	3.165940873	3.157640397	2.983529952	3.00268092	3.185969591	3.125742011	3.07635044	3.057512658	2.815101967	2.876347988	2.867416144
2.927735303	2.918216383	2.966674095	4.021071024	4.256444596	4.247236373	2.912889336	2.890448638	2.854265005	2.969128382	2.890612063	3.066257997
4.197377912	4.048802897	4.078626912	4.364474382	4.819831652	3.998746114	3.706884138	3.659947386	3.704794517	3.192779648	3.207980285	3.165791374
3.73618272	3.69219283	3.858438605	4.70124962	4.386190151	4.462876854	3.942561421	4.187134291	4.164375998	4.649063566	4.506151252	4.429080294
3.459982361	3.464263106	3.520925061	3.047390063	2.999599597	2.842757635	4.973629642	4.702790505	4.974033645	4.74158024	4.976487369	4.991997942
4.201822027	4.137355968	4.151136314	4.10301918	4.365076587	3.898914529	3.989011812	3.903838474	4.047032275	3.921207797	4.021835027	4.029470555
4.901166181	4.937904599	4.87090717	4.698057305	4.609589506	5.038813663	4.661561499	4.760806423	4.803221869	4.862828258	4.685884099	4.656748048
5.072590334	5.131881648	5.194288025	4.782775483	4.723001471	5.098827978	5.10390043	5.255243895	5.153529739	5.119185999	5.101578645	5.040094608
5.444266189	5.457850346	5.392801675	5.10530093	5.037470081	5.334739879	5.212600465	5.199150132	5.230660317	5.253720815	5.186453016	5.199405372
2.756694548	2.836518003	2.788927879	3.071294163	2.905375933	2.943968197	2.859695291	2.874966106	2.816654997	2.185907765	2.845002212	2.881349424
5.198584516	5.327001059	5.053771696	4.898812977	4.726765837	4.858179974	4.727288797	4.597042446	4.639492658	4.514469475	4.927995979	4.849934227
5.739262159	5.882185716	5.853027539	5.926250919	5.980642291	5.780737909	5.73926486	5.7520715	5.659818978	5.75407509	5.671316021	5.668714828
3.641742537	3.547289411	3.605589151	3.683561722	3.800920602	3.625176957	3.865958394	3.975556821	3.830427739	3.62520034	3.867599989	3.83541884
0.107061115	0.022755415	0.07015999	0.093741888	0.123891422	0.157224844	0.048276229	0.087447769	0.132716203	0.109902229	0.044608427	0.269349188
6.170121355	6.169269629	6.284717701	6.169630421	6.180018532	6.307335621	6.337218694	6.334430621	6.332342739	6.58591797	6.211730636	6.246390985
0.014836873	0	0.025534464	0.025835911	0	0	0	0	0	0.045371393	0	0
0	0	0	0.156302117	0	0	0	0	0	0	0	0
0.034877879	0.019314772	0.010131533	0.099420042	0.02720417	0	0.051034308	0.025270948	0.01466394	0.024060907	0.037879927	0
0.22818084	0.135262459	0.4604595	0.270806392	0	0	5.647081334	5.812798542	5.660332541	2.977060068	2.837396327	2.804357187
4.371280054	4.438332778	4.427733543	4.195386973	4.183359469	4.715701218	5.413167547	5.47280292	5.417562259	5.520635965	5.383282653	5.443079468
0.041865913	0.133767488	0.036128272	0.140527389	0.095451746	0	0.108478959	0.088967348	0.151028801	0.084516057	0.132272677	0
5.530420384	5.418348514	5.587896002	5.31383355	5.470712555	5.343635224	5.124373632	5.176274895	5.06719555	5.325397209	5.056093588	5.042766891
3.296704076	3.194146953	3.295658381	3.535493125	3.632000594	2.907217569	2.93739901	3.139205883	2.88203063	3.001667153	2.811686802	2.857103172
0	0	0.028582306	0.165383309	0.094294047	0	0.014685075	0	0	0	0	0.019683414
0.023747453	0	0	0.177140919	0.013901958	0	0	0.012909946	0	0	0.009729131	0
0.071528195	0	0	0.180373225	0.021213906	0	0.032022674	0.132634878	0.067255278	0	0.014871143	0
3.831735396	3.804456317	3.709808942	3.588384839	3.761593781	3.563316794	3.5987225	3.583639424	3.639926713	3.545486567	3.654286589	3.670115181
3.154612371	2.892525088	2.988959114	2.995486328	3.155851215	3.020795529	2.812434561	2.878140691	2.735630484	2.708818484	2.783982508	2.934571227
0.058373856	0	0.066987843	0.163713832	0.15352909	0	0.051676132	0.021334598	0.048871167	0	0	0
7.011327905	7.23954125	7.163549049	7.232900547	6.637358106	8.099479317	8.163911274	7.887714125	7.985995589	8.159462683	7.981418866	7.952316092
6.635999559	6.734628339	6.727389554	6.580499782	6.372065808	7.099105807	7.221123064	7.196892235	7.109444143	7.153795205	7.034171687	7.01159627
0.007256337	0	0.006273461	0.680531406	0.168330102	0.162224218	0.081223716	0.099092371	0.071195638	0.022360142	0.046729918	0.090963694
0.011205596	0	0	0.076748843	0.013078943	0	0.009895077	0	0.007030781	0	0	0
0.204049293	0.218572884	0.18907179	0.661432208	0.861952983	0.487040712	0.710965307	0.809003598	0.857425301	0.396025738	0.540822814	0.590363447
2.402307424	2.292699307	2.357501333	1.348164419	1.145338341	1.551604607	1.123798608	1.393762142	1.595923709	1.299127408	1.559765887	1.662428838
0.012664764	0.005246691	0.016401468	0.054649437	0.007408473	0	0.033297396	0.060739435	0.143991533	0.03245255	0.109812388	0.051903974
0.054807088	0.095652391	0.067355794	0.158537388	0.081497797	0.077276365	0.852897744	0.916835076	1.029311525	3.932184037	4.063899801	4.050292722
3.849328781	3.867066181	3.69265037	3.733093981	3.399032971	4.241291062	4.09568817	3.975510966	4.032621037	3.846533432	3.870384449	3.795787724
5.490984012	5.723168075	5.68730989	5.58971256	5.104705674	6.366951617	6.576467718	6.44431092	6.494138758	6.577638797	6.310509177	6.283093911
0.180439427	0.227287621	0.179391298	0.597390056	0.274933122	0.245602751	0.358709075	0.540703808	0.577579163	0.381057397	0.430434085	0.37013191
4.604747429	4.499086878	4.428061971	4.361943774	5.103485051	4.530857316	4.927375018	5.000996017	5.073331827	5.088493576	5.134192184	5.169616392
4.656782364	4.791428607	4.942753762	5.671222595	5.468462762	4.761136315	4.126022968	4.035764654	4.016879585	3.722772018	3.567545448	3.461371395
0	0	0	0	0	0	0	0	0	0	0	0
0.088716525	0.067698874	0.070736907	0.244989322	0.159950753	0.336741549	2.089677799	1.913136429	1.985504073	1.979937529	1.936293064	2.028583296
4.584890364	4.850674427	4.810427679	4.650529068	4.451718851	5.553667688	5.554680936	5.443573501	5.440576863	5.554604199	5.349871236	5.294705287
0.190155906	0.154121722	0.13124533	0.200523186	0.263167849	0.188167948	0.202263492	0.121737165	0.358059744	0.099513898	0.135333128	0.175302312
4.54617216	4.657977204	4.643885043	4.535387366	4.535499346	4.568579398	4.699751499	4.784687187	4.60939448	4.8012311	4.708711456	4.661647002
0	0.007712956	0	0.079665649	0.010883838	0	0	0	0	0	0	0.011063811
0	0	0	0.035838116	0.024001599	0	0	0	0	0	0.016810926	0
3.799180581	3.641973688	3.740269187	3.644859956	3.910185792	2.844347486	2.684457458	2.925951961	2.808424181	2.57977632	2.620581719	2.594469725
0.036154865	0.01004748	0	0.180356674	0.014169445	0.234856892	0.031967785	0	0.015204233	0	0	0
5.195512963	5.445051275	5.174374458	5.515942632	5.728559998	4.847034789	4.647579306	4.657737172	4.623047448	4.180505944	4.705961319	4.665432567
4.49348082	4.541861719	4.525761956	4.349280344	4.072817537	3.288689296	4.573550247	4.672080185	4.446964168	4.228895632	4.301514486	4.2354437
0	0	0	0	0	0	0	0	0	0	0	0
5.350203728	5.548186906	5.552137258	5.124038574	5.102347389	5.019457294	5.224352896	5.250961574	5.085632853	5.420822588	5.130020664	5.126634272
4.943438473	4.838326564	4.786585908	4.593216308	4.747038232	4.851714067	4.373912646	4.376866846	4.429066899	4.227571663	4.839748004	4.827265208
5.075917641	4.835560324	4.904498549	4.77115137	4.749791677	4.242343362	3.966531984	4.158264309	4.114100452	4.010931976	3.887486278	3.818697205
4.265091784	4.44831292	4.465328045	4.605405437	4.379454616	5.002103898	4.789384966	4.834549424	4.887466782	4.581327142	4.624311492	4.530595172
0.063508327	0.013345582	0.027766253	0.160881475	0	0.016069367	0.342841436	0.22718656	0.358092386	0.173089046	0.29789102	0.247046441
0.012527541	0	0	0	0.014605529	0	0	0	0	0	0	0.014848725
0.027963517	0	0	0.228243652	0.048577425	0	0.007367323	0	0	0	0	0.009895923
0	0	0	0	0.063809672	0	0	0	0	0	0	0
4.166482474	4.225336635	4.249445341	4.148234545	4.110914423	4.19110463	4.091987498	4.014783753	4.02744603	3.908928165	4.057164304	3.930699496
0.031316566	0	0	0	0.140280006	0	0.107773023	0.099201064	0.150250309	0.182931244	0.075428712	0.073073403
0.028537893	0	0.008277418	0.143913192	0.044173764	0	0.016863116	0	0	0.05826135	0.076289685	0.053038053
0.782114963	0.579434094	0.656983212	0.495131276	0.359802261	0.749922081	1.693921791	1.520477566	1.675142968	0.900645425	1.007913082	0.882368373
0	0	0	0.118171253	0.080234138	0	0	0	0	0	0	0
1.832173044	2.009827274	1.808413884	1.585183697	1.600179344	1.766667242	2.007651206	1.942330579	2.015165689	1.954352671	1.898014819	1.897333375
3.99613562	3.832130501	3.829687222	4.06904906	4.414460306	3.818226812	3.926217705	4.042898187	3.909072224	4.093492569	4.074651	4.079062314
0.141809438	0.036463384	0.012813328	0.19464561	0.084380806	0.141190795	0.101600327	0.138375435	0.191898651	0.145888709	0.224582418	0.150876775
3.369635381	3.668414171	3.486212367	3.553618543	3.067809063	3.643082698	3.921074469	3.780320599	3.745194298	3.948591504	3.929459632	3.941904457
4.865740693	4.880793258	4.836080661	4.403185904	4.472871139	4.562248531	4.661048373	4.565700744	4.682522735	4.347694	4.723203578	4.688152377
0.16850084	0.029200547	0	0.060893793	0.040975028	0	0	0	0	0	0	0
0	0	0	0.554782344	0.052181037	0	0.020005862	0	0	0	0.018476651	0.026774285
0.054757225	0	0	0.210423778	0.016740766	0	0	0	0	0	0	0
0.041214801	0	0.01793003	0.433165644	0.113423801	0.020667752	0.018344182	0	0	0	0	0
0.009007207	0	0	0.03460719	0.010508945	0	0	0	0	0	0	0
0	0.016565779	0	0	0.023322073	0	0.017709442	0	0	0	0	0
0.092594992	0.038903191	0.155894272	0.364635181	0.106925952	0.136507196	0.041673343	0.050720392	0	0.048123026	0	0
0.029567943	0.024449899	0.07528535	0.324839399	0.100692713	0	0.026156562	0	0	0	0	0
0	0	0	0.269990634	0.048792228	0	0	0	0.052417564	0.043121608	0.034419989	0
0.037756114	0	0	0.127263084	0.167707318	0	0	0	0	0	0.030855708	0
0.012826555	0	0	0.169851903	0	0	0	0	0	0	0	0.015202378
0.062928373	0	0	0.208228817	0.07294887	0.031707417	0.082832685	0	0.039663566	0	0	0
0	0.020051534	0	0.340405031	0.109651142	0	0	0	0	0	0	0
0.3102866	0.195328698	0.334948063	0.331731583	0.517166825	0.15472707	0.062241379	0.024988951	0.02866448	0.047879374	0.037075727	0.027922765
0.037278611	0	0	0.126225156	0	0	0	0.020296517	0	0	0	0
3.289176399	3.59139219	3.611561926	3.525467563	2.981903786	4.495938149	4.607549291	4.322440161	4.567752297	4.40561122	4.488714227	4.559032868
0.020425393	0	0.007321922	0.115342264	0	0	0.006039806	0	0	0	0	0
0.075705265	0.019141521	0.039757321	0.226255728	0.113399662	0.104387657	0.073565803	0.049670215	0.094236746	0.366308224	0.249635867	0.283811566
0.050122594	0.025066226	0.06042043	0.103313124	0.092232205	0.030133486	0.008977485	0.011008933	0.037832849	0.031217742	0.016540392	0.082330492
3.627186574	3.615286807	3.598639139	3.345245909	3.250058091	3.339753108	3.322193526	3.257461767	3.369259871	3.153317331	3.246000609	3.26270375
3.457859536	3.707756681	3.564683017	3.289352011	3.186719227	4.314145441	3.863393373	3.746452514	3.751195896	4.024709736	3.848968395	3.907880906
2.467368179	2.2770772	2.07485134	1.832023124	1.521126137	1.820191219	3.48273214	3.451617318	3.656336189	1.865606098	2.136867286	2.104997464
2.389299723	2.260754349	2.26092593	0.927637087	2.04751047	0.657306158	0.850270565	0.84096751	1.041523362	1.02414944	0.920928937	0.8263154
5.474364653	5.307322869	5.417552133	5.566145393	5.854626564	5.267509581	5.267670623	5.372544716	5.380978741	5.196532295	5.228583993	5.248978779
1.785215732	1.838850946	1.891928512	2.314841513	2.303912228	1.613866357	1.747473336	1.665392771	1.879019539	2.478446387	2.313370667	2.278662803
0	0	0.007818525	0.062153771	0	0	0.047265319	0.067209424	0.022550904	0.090658755	0.022021738	0.052844187
0	0	0	0	0	0	0	0	0	0	0	0
0.55250102	0.455920814	0.417149861	0.509173895	0.451609406	0.291282924	1.529006312	1.572288218	1.798805373	0.907515243	0.935291518	0.880258432
0.037485122	0.038885918	0.024524224	0.081159075	0.021942453	0.027997053	0.591711966	0.735364469	0.746805478	0.130918749	0.153998547	0.098055537
0	0	0	0.097870863	0	0	0.010185526	0	0	0	0	0
0.011727439	0	0	0.040619502	0.013674966	0	0	0	0	0	0	0
1.095580157	0.926063959	0.930596561	2.509569173	2.45048546	0.499002405	2.428043206	2.89231136	2.85146722	2.370379134	2.355938099	2.396581492
0	0	0	0.019394344	0	0	0	0	0	0	0	0
0	0	0	0.021338009	0.014268843	0	0	0	0	0	0	0
0.010986942	0.01811055	0	0.038084947	0	0.021784722	0	0	0	0	0	0
0.011810822	0	0	0.060930306	0	0	0	0	0	0	0	0
0	0	0.009753277	0.039095569	0.026194815	0.011227413	0	0	0.014117157	0.011630413	0	0.013375327
0	0	0	0	0	0	0	0	0.021669895	0.01784767	0	0.020530648
0	0	0.009940598	0.020066047	0.026710698	0	0	0	0	0	0	0
0	0	0	0.064773059	0	0	0	0	0	0	0	0
0.034920125	0	0.022731273	0.089944992	0	0.008765118	0.00777971	0	0.032834209	0.009086432	0.007187563	0
0.012869252	0	0	0	0.059106177	0	0	0	0	0	0	0
0.0119577	0	0	0.06167308	0	0	0	0	0	0	0	0
0.013375899	0	0	0.023309155	0	0	0	0	0	0	0	0
0.022085106	0.009161925	0.009580507	0.057259911	0.025740679	0.021978544	0.138534027	0.023909084	0.027610715	0.193037438	0.218531968	0.101943694
1.353272471	1.493247668	1.684908483	2.001106844	2.195681459	1.392103064	1.472420184	1.378589305	2.05004888	1.5387368	1.58994561	1.049428637
0	0.067515642	0	0.138700464	0.047862767	0.041201061	0	0	0.195511388	0	0	0.141453718
4.687099891	4.953628428	4.860600341	4.697996166	4.331010068	5.296211431	5.577495296	5.540641078	5.47076786	4.871922482	5.492699229	5.502760214
7.449239456	7.837533327	7.929033479	7.369536279	6.909173056	8.515928444	8.393785133	8.295594469	8.32818123	8.385215307	8.131980394	8.10547904
7.34080258	7.833370832	7.865176497	7.459767662	7.008921575	8.847495884	8.605553595	8.495531283	8.568811175	8.460894065	8.193224716	8.073140062
3.079246679	3.203099334	3.271226948	4.581893512	5.153789126	3.449705307	3.976473621	4.185501862	4.300262861	4.176681806	3.732453731	3.725991943
3.818646083	4.055525395	4.115632576	3.619659504	2.217441676	1.956744371	5.016799375	5.22391289	5.244609298	5.117890325	4.593108719	4.828870183
0	0	0	0	0	0	0	0	0.083764806	0.134517598	0.055315758	0.079341926
4.428249611	4.5000818	4.531081973	4.078165755	3.687978882	4.989139007	4.743886527	4.563737777	4.667318793	4.755266828	4.497165246	4.610428409
3.896688417	3.916342878	3.940035163	3.997861424	3.795164314	3.658462861	3.537942091	3.754139244	3.630824799	3.896998342	3.738140912	3.76279527
0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0
5.311165217	5.381532569	5.498675315	5.667804153	5.847310461	5.452714029	5.738089557	5.671553804	5.688367818	5.753895977	5.475584291	5.518210937
3.321329252	3.132122742	2.901002017	3.068304502	2.736256335	2.750955882	2.4666219	2.528261244	2.649551082	2.563792679	2.489273176	2.626062936
0.017205869	0	0	0.088150554	0	0.008584915	0	0.009346929	0	0.026537341	0	0
2.817353111	2.870212797	2.889385927	2.661909181	2.313065867	3.376809905	2.603458997	2.556041865	2.628481994	2.426205704	2.47358692	2.271147748
5.139170676	5.104688903	5.257372756	5.553492601	5.615675243	5.18655602	6.373740421	6.335904809	6.402336761	5.571182278	5.318497619	5.32973715
2.090321635	2.38723845	2.276842037	2.620222759	2.675888177	2.861133568	4.052163714	4.432304703	4.314827015	3.821628589	3.859621749	3.790876275
0.625764241	0.676114825	0.737584666	0.331560768	0.583359257	0.354636083	0	0	0	0	0.019227793	0
0	0	0	0	0	0	0	0	0	0	0	0
6.188268376	6.16424927	6.18391521	5.973409229	5.963330772	6.187003607	6.356214253	6.269807414	6.270908254	6.393107254	6.208708431	6.242040332
3.68800127	3.77964845	3.820127893	3.66435768	3.220636418	4.194102816	3.722750164	3.702635382	3.668641088	4.029497058	3.905167951	3.95930649
0	0	0	0	0	0	0	0	0	0	0	0
0.077556255	0	0	0.25339997	0	0.039200313	0	0.08361519	0	0	0	0.091290237
0.012229838	0	0.010572033	0.083466784	0	0	0	0	0	0	0	0
1.634732653	1.574295308	1.673990524	1.474093338	1.520065145	0.929263807	1.229077198	1.17847882	1.14115809	0.622225694	0.75813685	1.001931917
0.054883476	0	0	0.264821039	0.063430599	0	0	0	0	0	0	0.06458242
5.149117073	5.096316678	5.182914722	5.655148577	5.657294151	4.712006917	4.056453472	4.021470844	4.07224303	3.912860602	3.806829273	3.746742716
3.899929657	4.16732581	3.842677192	3.957886747	3.280251121	4.432558603	4.383676648	4.206377539	4.318707292	4.386376417	4.305430686	4.30350314
4.813103927	4.855122624	4.779811265	4.615698782	4.271365911	5.60730072	5.528640077	5.399550521	5.516157013	4.643596481	5.477865099	5.432378205
0	0	0	0.187497929	0	0	0.020130781	0.072641745	0.028436192	0.023414484	0	0.053387056
6.102859658	6.253399365	6.044227981	5.822783675	5.370771089	7.09333833	6.811111339	6.670769536	6.778655406	6.817175543	6.767588594	6.802089794
3.492993977	3.631255647	3.607306639	3.257110215	2.98179604	4.105451801	4.239894436	4.0570343	4.163168614	4.271851429	4.174877758	4.171599159
4.638757362	4.683932206	4.752748591	4.528527562	4.310849046	5.431057938	5.463612649	5.382646504	5.487341635	4.862109151	5.26977002	5.239046644
